id_ticket,cantidad,producto,precio,total_producto
4LATR9,3,Refresco 2L,35.11,105.33
4LATR9,2,Detergente 2kg,86.55,173.1
4LATR9,1,Huevos 12pz,82.26,82.26
4LATR9,3,Pollo 1kg,122.63,367.89
4N4VHS,5,Licuadora,832.26,4161.31
4N4VHS,3,Microondas,1957.86,5873.58
4N4VHS,5,Pan Baguette,30.37,151.83
4N4VHS,4,Refresco 2L,34.51,138.04
4N4VHS,5,Arroz 1kg,41.84,209.2
4N4VHS,29,Celular básico,5023.63,145685.38
4N4VHS,3,Pollo 1kg,123.37,370.1
4NK97T,1,Arroz 1kg,40.01,40.01
4NK97T,1,Huevos 12pz,79.26,79.26
4NK97T,2,Audífonos,1446.81,2893.61
4NK97T,1,Arroz 1kg,40.52,40.52
4NK97T,3,Licuadora,815.75,2447.26
4NK97T,1,Refresco 2L,35.09,35.09
4NK97T,2,Refresco 2L,36.62,73.23
4NK97T,1,Pan Baguette,30.21,30.21
4NK97T,1,Huevos 12pz,82.05,82.05
4NK97T,1,Arroz 1kg,40.3,40.3
4NK97T,3,Pollo 1kg,117.72,353.16
4NK97T,2,Arroz 1kg,41.33,82.67
4P5SCS,2,Audífonos,1572.07,3144.14
4P5SCS,2,Pan Baguette,30.01,60.03
4P5SCS,1,Audífonos,1489.01,1489.01
4P5SCS,2,Detergente 2kg,85.68,171.36
4P5SCS,1,Sartén antiadherente,351.26,351.26
4P5SCS,2,Leche 1L,24.28,48.57
4P5SCS,1,Detergente 2kg,89.25,89.25
4P5SCS,3,Arroz 1kg,40.02,120.07
4P5SCS,1,Pan Baguette,30.58,30.58
4P5SCS,3,Refresco 2L,34.41,103.24
4Q10H4,1,Pollo 1kg,120.54,120.54
4Q10H4,3,Arroz 1kg,41.89,125.67
4Q10H4,1,Huevos 12pz,81.71,81.71
4Q10H4,2,Leche 1L,25.06,50.13
4Q10H4,1,Microondas,2021.09,2021.09
4Q10H4,3,Leche 1L,25.36,76.08
4Q10H4,2,Leche 1L,24.91,49.82
4Q10H4,2,Sartén antiadherente,341.13,682.26
4Q10H4,3,Licuadora,780.79,2342.37
4Q10H4,3,Detergente 2kg,94.48,283.43
4Q10H4,2,Huevos 12pz,80.72,161.43
4RC562,6,Arroz 1kg,41.29,247.72
4RC562,1,Detergente 2kg,87.19,87.19
4RC562,1,Licuadora,789.67,789.67
4RC562,1,Arroz 1kg,40.85,40.85
4RC562,1,Arroz 1kg,39.44,39.44
4RC562,3,Leche 1L,26.16,78.47
4RC562,1,Huevos 12pz,78.67,78.67
4RC562,2,Microondas,2093.66,4187.33
4RC562,1,Pan Baguette,31.15,31.15
4RC562,3,Refresco 2L,33.82,101.47
4RIYZ7,1,Huevos 12pz,81.7,81.7
4RIYZ7,2,Detergente 2kg,89.55,179.1
4RIYZ7,3,Pollo 1kg,117.62,352.87
4RIYZ7,3,Huevos 12pz,83.57,250.71
4RIYZ7,1,Detergente 2kg,92.51,92.51
4RIYZ7,3,Refresco 2L,34.58,103.74
4RIYZ7,2,Leche 1L,25.16,50.33
4RIYZ7,1,Audífonos,1452.48,1452.48
4RIYZ7,2,Pan Baguette,30.74,61.49
4RIYZ7,1,Microondas,1937.25,1937.25
4RIYZ7,2,Sartén antiadherente,353.41,706.82
4RPBDT,3,Leche 1L,25.46,76.38
4RPBDT,2,Audífonos,1492.2,2984.39
4RPBDT,1,Arroz 1kg,41.24,41.24
4RPBDT,1,Audífonos,1543.92,1543.92
4RPBDT,1,Detergente 2kg,90.94,90.94
4RPBDT,2,Pollo 1kg,120.05,240.09
4RPBDT,2,Huevos 12pz,82.77,165.55
4RPBDT,1,Leche 1L,25.57,25.57
4RPBDT,1,Pan Baguette,30.46,30.46
4RPBDT,3,Huevos 12pz,76.46,229.39
4TQ26E,1,Arroz 1kg,41.62,41.62
4TQ26E,3,Pan Baguette,29.12,87.35
4TQ26E,1,Refresco 2L,35.06,35.06
4TQ26E,3,Detergente 2kg,89.61,268.82
4TQ26E,1,Microondas,2074.77,2074.77
4TQ26E,2,Sartén antiadherente,353.76,707.52
4TQ26E,3,Detergente 2kg,86.56,259.67
4TQ26E,2,Pan Baguette,28.74,57.48
4TQ26E,1,Pan Baguette,29.47,29.47
4TQ26E,1,Pan Baguette,30.9,30.9
4TQ26E,2,Leche 1L,24.0,47.99
4TQ26E,2,Huevos 12pz,80.33,160.66
4TQ26E,1,Licuadora,801.6,801.6
4TQ26E,1,Audífonos,1524.96,1524.96
4V2Y9Z,1,Detergente 2kg,89.62,89.62
4V2Y9Z,2,Huevos 12pz,76.91,153.82
4V2Y9Z,3,Pan Baguette,31.18,93.54
4V2Y9Z,1,Detergente 2kg,90.7,90.7
4V2Y9Z,1,Sartén antiadherente,365.52,365.52
4V2Y9Z,3,Licuadora,777.03,2331.08
4V2Y9Z,2,Pollo 1kg,116.16,232.32
4V2Y9Z,2,Pollo 1kg,117.88,235.77
4V2Y9Z,2,Arroz 1kg,38.4,76.79
4V2Y9Z,1,Microondas,1994.28,1994.28
4V2Y9Z,1,Arroz 1kg,38.49,38.49
4V6WNI,2,Sartén antiadherente,783.16,1566.32
4V6WNI,5,Huevos 12pz,83.54,417.69
4V6WNI,1,Sartén antiadherente,354.38,354.38
4V6WNI,4,Licuadora,762.78,3051.13
4V6WNI,5,Detergente 2kg,86.44,432.22
4V6WNI,4,Detergente 2kg,92.06,368.25
4XHGIV,6,Arroz 1kg,39.37,236.22
4XHGIV,1,Huevos 12pz,151.53,151.53
4XHGIV,2,Detergente 2kg,88.01,176.02
4XHGIV,4,Pollo 1kg,116.19,464.78
4XHGIV,1,Arroz 1kg,41.08,41.08
4Y89NQ,3,Pollo 1kg,121.21,363.64
4Y89NQ,3,Pan Baguette,29.3,87.91
4Y89NQ,1,Microondas,1998.2,1998.2
4Y89NQ,2,Huevos 12pz,81.94,163.88
4Y89NQ,1,Pan Baguette,28.85,28.85
4Y89NQ,2,Licuadora,806.68,1613.36
4Y89NQ,2,Refresco 2L,36.72,73.45
4Y89NQ,1,Sartén antiadherente,353.64,353.64
4Y89NQ,1,Arroz 1kg,39.26,39.26
4Y89NQ,2,Refresco 2L,34.65,69.31
4Y89NQ,1,Detergente 2kg,88.17,88.17
4Y89NQ,3,Pollo 1kg,117.82,353.47
4Y89NQ,3,Arroz 1kg,40.62,121.85
4Y89NQ,3,Pollo 1kg,123.78,371.34
4Y89NQ,5,Pollo 1kg,114.86,574.3
4YIC52,2,Pan Baguette,30.9,61.81
4YIC52,2,Pollo 1kg,122.64,245.27
4YIC52,2,Refresco 2L,35.63,71.26
4YIC52,1,Huevos 12pz,81.35,81.35
4YIC52,1,Arroz 1kg,40.37,40.37
4YIC52,2,Huevos 12pz,79.77,159.54
4YIC52,2,Detergente 2kg,91.66,183.32
4YIC52,2,Microondas,1977.87,3955.73
4YIC52,2,Detergente 2kg,92.25,184.51
4YIC52,3,Pan Baguette,31.23,93.7
4YIC52,2,Refresco 2L,36.11,72.22
4YIC52,1,Pan Baguette,29.24,29.24
4YIC52,1,Detergente 2kg,91.81,91.81
50DTUT,3,Pollo 1kg,118.89,356.68
50DTUT,1,Licuadora,800.99,800.99
50DTUT,2,Audífonos,1545.89,3091.78
50DTUT,1,Refresco 2L,36.11,36.11
50DTUT,2,Pollo 1kg,116.69,233.37
50DTUT,1,Huevos 12pz,82.19,82.19
50DTUT,3,Arroz 1kg,38.78,116.35
50DTUT,3,Arroz 1kg,41.34,124.01
50DTUT,1,Detergente 2kg,94.37,94.37
50DTUT,2,Arroz 1kg,40.02,80.03
50DTUT,2,Refresco 2L,34.35,68.69
50DTUT,1,Pan Baguette,28.64,28.64
50DTUT,3,Sartén antiadherente,350.39,1051.17
50DTUT,2,Huevos 12pz,78.9,157.8
50DTUT,3,Pan Baguette,30.37,91.12
51IS2Y,2,Licuadora,830.17,1660.35
51IS2Y,1,Audífonos,1489.72,1489.72
51IS2Y,1,Detergente 2kg,89.0,89.0
51IS2Y,2,Arroz 1kg,41.03,82.05
51IS2Y,2,Licuadora,826.68,1653.37
51IS2Y,1,Huevos 12pz,79.75,79.75
51IS2Y,2,Huevos 12pz,82.84,165.67
51IS2Y,1,Licuadora,764.65,764.65
51IS2Y,2,Detergente 2kg,87.53,175.07
51IS2Y,1,Refresco 2L,36.01,36.01
51IS2Y,1,Huevos 12pz,82.73,82.73
51IS2Y,3,Arroz 1kg,41.95,125.85
5364H1,2,Microondas,1960.95,3921.91
5364H1,1,Sartén antiadherente,348.62,348.62
5364H1,1,Huevos 12pz,83.1,83.1
5364H1,3,Detergente 2kg,89.86,269.57
5364H1,3,Pan Baguette,29.67,89.0
5364H1,2,Huevos 12pz,77.07,154.14
5364H1,3,Sartén antiadherente,341.09,1023.26
5364H1,3,Pollo 1kg,116.05,348.14
5364H1,1,Detergente 2kg,86.91,86.91
5364H1,3,Pan Baguette,28.76,86.29
53NO08,3,Pollo 1kg,123.49,370.47
53NO08,2,Sartén antiadherente,364.93,729.85
53NO08,3,Arroz 1kg,40.67,122.0
53NO08,2,Licuadora,832.1,1664.2
53NO08,1,Sartén antiadherente,346.02,346.02
53NO08,1,Sartén antiadherente,357.69,357.69
53NO08,1,Arroz 1kg,40.25,40.25
53NO08,2,Leche 1L,23.84,47.67
53NO08,1,Huevos 12pz,77.7,77.7
53NO08,3,Licuadora,822.94,2468.81
53NO08,2,Leche 1L,24.84,49.69
53NO08,1,Leche 1L,25.37,25.37
53NO08,1,Pollo 1kg,125.76,125.76
540ZYB,3,Refresco 2L,35.99,107.98
540ZYB,1,Pollo 1kg,115.42,115.42
540ZYB,1,Huevos 12pz,81.93,81.93
540ZYB,1,Arroz 1kg,41.31,41.31
540ZYB,1,Leche 1L,23.93,23.93
540ZYB,2,Arroz 1kg,40.73,81.46
540ZYB,1,Pan Baguette,30.02,30.02
540ZYB,2,Detergente 2kg,88.31,176.63
540ZYB,1,Detergente 2kg,87.25,87.25
540ZYB,2,Pollo 1kg,124.36,248.73
540ZYB,2,Licuadora,834.99,1669.99
540ZYB,1,Audífonos,1563.17,1563.17
540ZYB,1,Huevos 12pz,81.3,81.3
540ZYB,2,Huevos 12pz,76.62,153.23
540ZYB,3,Huevos 12pz,82.21,246.63
55JX5V,1,Refresco 2L,33.7,33.7
55JX5V,3,Pollo 1kg,114.4,343.19
55JX5V,3,Leche 1L,24.49,73.48
55JX5V,1,Pan Baguette,31.04,31.04
55JX5V,3,Sartén antiadherente,334.92,1004.75
55JX5V,1,Huevos 12pz,77.51,77.51
55JX5V,1,Pan Baguette,31.11,31.11
55JX5V,3,Arroz 1kg,40.2,120.61
55JX5V,2,Refresco 2L,33.8,67.6
55JX5V,1,Sartén antiadherente,353.79,353.79
55JX5V,2,Sartén antiadherente,365.05,730.11
55JX5V,2,Sartén antiadherente,332.87,665.74
55JX5V,2,Sartén antiadherente,349.5,699.01
55JX5V,1,Microondas,1931.2,1931.2
55XRWL,3,Pollo 1kg,122.71,368.13
55XRWL,1,Detergente 2kg,86.46,86.46
55XRWL,1,Arroz 1kg,39.32,39.32
55XRWL,2,Pollo 1kg,114.4,228.8
55XRWL,1,Sartén antiadherente,335.37,335.37
55XRWL,3,Detergente 2kg,90.7,272.11
55XRWL,2,Licuadora,794.45,1588.91
55XRWL,1,Arroz 1kg,40.82,40.82
55XRWL,1,Arroz 1kg,38.77,38.77
55XRWL,2,Pan Baguette,29.3,58.6
55XRWL,2,Pollo 1kg,125.71,251.42
55XRWL,3,Licuadora,833.25,2499.75
55XRWL,3,Detergente 2kg,93.54,280.62
55XRWL,1,Pollo 1kg,115.99,115.99
56TJNM,3,Leche 1L,24.53,73.59
56TJNM,4,Detergente 2kg,93.4,373.59
56TJNM,2,Refresco 2L,36.21,72.41
56TJNM,2,Sartén antiadherente,340.66,681.32
56TJNM,4,Huevos 12pz,83.41,333.62
56TJNM,2,Arroz 1kg,41.99,83.99
5854FI,3,Celular básico,4999.48,14998.45
5854FI,4,Arroz 1kg,39.89,159.55
5854FI,4,Licuadora,1816.86,7267.46
5854FI,5,Sartén antiadherente,362.25,1811.27
58OB8M,1,Huevos 12pz,81.05,81.05
58OB8M,2,Sartén antiadherente,336.18,672.37
58OB8M,2,Arroz 1kg,41.71,83.43
58OB8M,2,Pan Baguette,30.53,61.06
58OB8M,2,Detergente 2kg,88.49,176.98
58OB8M,2,Pan Baguette,29.64,59.27
58OB8M,1,Microondas,2085.56,2085.56
58OB8M,1,Refresco 2L,34.25,34.25
58OB8M,1,Detergente 2kg,86.91,86.91
58OB8M,1,Microondas,2043.37,2043.37
58OB8M,2,Pollo 1kg,119.18,238.37
58OB8M,2,Huevos 12pz,82.33,164.67
59HX4K,1,Celular básico,4838.2,4838.2
59HX4K,2,Pollo 1kg,119.13,238.26
59HX4K,3,Refresco 2L,36.39,109.17
59HX4K,1,Pollo 1kg,115.7,115.7
59HX4K,3,Refresco 2L,33.58,100.75
59HX4K,1,Detergente 2kg,86.06,86.06
59HX4K,1,Detergente 2kg,93.48,93.48
59HX4K,3,Arroz 1kg,38.02,114.05
59HX4K,1,Huevos 12pz,80.27,80.27
59HX4K,3,Detergente 2kg,92.8,278.4
5AD545,1,Leche 1L,25.99,25.99
5AD545,1,Pollo 1kg,115.28,115.28
5AD545,1,Pollo 1kg,121.87,121.87
5AD545,1,Audífonos,1432.69,1432.69
5AD545,1,Licuadora,823.41,823.41
5AD545,2,Licuadora,791.76,1583.52
5AD545,3,Refresco 2L,34.73,104.18
5AD545,1,Pan Baguette,30.84,30.84
5AD545,1,Arroz 1kg,38.11,38.11
5AD545,3,Pollo 1kg,121.33,363.99
5AD545,2,Pan Baguette,29.76,59.52
5AD545,2,Pan Baguette,30.58,61.16
5AD545,2,Huevos 12pz,79.75,159.51
5AD545,1,Arroz 1kg,39.54,39.54
5ARCKN,3,Leche 1L,25.68,77.05
5ARCKN,2,Huevos 12pz,80.4,160.8
5ARCKN,1,Arroz 1kg,39.66,39.66
5ARCKN,3,Huevos 12pz,77.72,233.15
5ARCKN,3,Sartén antiadherente,344.24,1032.72
5ARCKN,3,Detergente 2kg,90.06,270.19
5ARCKN,2,Audífonos,1539.33,3078.67
5ARCKN,1,Leche 1L,23.78,23.78
5ARCKN,3,Arroz 1kg,40.64,121.91
5ARCKN,1,Huevos 12pz,79.22,79.22
5ARCKN,1,Refresco 2L,33.93,33.93
5BQNIV,3,Pan Baguette,29.64,88.91
5BQNIV,2,Sartén antiadherente,336.36,672.72
5BQNIV,2,Detergente 2kg,91.09,182.18
5BQNIV,1,Leche 1L,24.04,24.04
5BQNIV,3,Detergente 2kg,88.35,265.05
5BQNIV,1,Audífonos,1502.16,1502.16
5BQNIV,1,Refresco 2L,34.03,34.03
5BQNIV,3,Arroz 1kg,38.3,114.89
5BQNIV,3,Sartén antiadherente,367.23,1101.7
5BQNIV,2,Arroz 1kg,38.57,77.15
5BQNIV,3,Licuadora,802.37,2407.1
5BXCKC,2,Licuadora,767.9,1535.81
5CQ5HU,1,Detergente 2kg,86.31,86.31
5CQ5HU,1,Refresco 2L,36.41,36.41
5CQ5HU,1,Pollo 1kg,118.59,118.59
5CQ5HU,1,Pan Baguette,30.19,30.19
5CQ5HU,1,Arroz 1kg,40.19,40.19
5CQ5HU,3,Audífonos,1483.3,4449.9
5CQ5HU,3,Refresco 2L,35.77,107.31
5CQ5HU,1,Pollo 1kg,115.28,115.28
5CQ5HU,2,Pan Baguette,30.37,60.75
5EDZRV,3,Detergente 2kg,92.98,278.93
5EDZRV,2,Arroz 1kg,38.21,76.41
5EDZRV,3,Sartén antiadherente,367.05,1101.15
5EDZRV,1,Arroz 1kg,38.78,38.78
5EDZRV,3,Licuadora,791.58,2374.73
5EDZRV,1,Licuadora,833.5,833.5
5EDZRV,1,Sartén antiadherente,346.42,346.42
5EDZRV,1,Pan Baguette,31.45,31.45
5EDZRV,2,Huevos 12pz,78.99,157.98
5EDZRV,1,Refresco 2L,34.45,34.45
5EDZRV,2,Arroz 1kg,41.58,83.17
5FRUDZ,2,Pollo 1kg,116.16,232.33
5FRUDZ,2,Audífonos,1458.91,2917.82
5FRUDZ,1,Pan Baguette,29.47,29.47
5FRUDZ,3,Sartén antiadherente,350.44,1051.33
5FRUDZ,3,Pollo 1kg,118.21,354.64
5FRUDZ,1,Detergente 2kg,92.81,92.81
5FRUDZ,1,Pan Baguette,29.85,29.85
5FRUDZ,2,Pan Baguette,31.01,62.01
5FRUDZ,2,Pollo 1kg,115.03,230.06
5FRUDZ,1,Pollo 1kg,123.75,123.75
5GYWB9,2,Arroz 1kg,40.6,81.21
5GYWB9,1,Refresco 2L,35.57,35.57
5GYWB9,3,Arroz 1kg,41.86,125.58
5GYWB9,2,Sartén antiadherente,335.72,671.45
5GYWB9,3,Pollo 1kg,121.82,365.46
5GYWB9,3,Sartén antiadherente,354.51,1063.52
5GYWB9,1,Pollo 1kg,124.99,124.99
5GYWB9,1,Huevos 12pz,77.2,77.2
5GYWB9,2,Refresco 2L,34.89,69.77
5GYWB9,1,Leche 1L,25.48,25.48
5GYWB9,2,Arroz 1kg,40.33,80.65
5GYWB9,1,Refresco 2L,33.61,33.61
5GYWB9,2,Licuadora,814.03,1628.06
5GYWB9,2,Huevos 12pz,82.51,165.01
5HN1W2,3,Huevos 12pz,82.9,248.71
5HN1W2,2,Pollo 1kg,123.67,247.33
5HN1W2,3,Huevos 12pz,77.27,231.8
5HN1W2,1,Audífonos,1547.35,1547.35
5HN1W2,1,Microondas,1932.25,1932.25
5HN1W2,1,Detergente 2kg,86.64,86.64
5HN1W2,1,Detergente 2kg,85.65,85.65
5HN1W2,2,Arroz 1kg,39.11,78.21
5HN1W2,1,Refresco 2L,33.8,33.8
5HN1W2,1,Pan Baguette,30.36,30.36
5HROXB,1,Audífonos,1509.19,1509.19
5KDXQM,3,Leche 1L,24.0,71.99
5KDXQM,1,Audífonos,1442.3,1442.3
5KDXQM,3,Huevos 12pz,80.61,241.82
5KDXQM,1,Arroz 1kg,39.16,39.16
5KDXQM,1,Sartén antiadherente,356.72,356.72
5KDXQM,3,Huevos 12pz,79.35,238.06
5KDXQM,1,Refresco 2L,34.14,34.14
5KDXQM,2,Sartén antiadherente,352.19,704.39
5KDXQM,1,Microondas,2039.96,2039.96
5KDXQM,1,Leche 1L,25.26,25.26
5KDXQM,2,Arroz 1kg,39.38,78.76
5LCIGJ,1,Pan Baguette,29.12,29.12
5LCIGJ,3,Sartén antiadherente,343.33,1029.98
5LCIGJ,1,Audífonos,1509.32,1509.32
5LCIGJ,3,Refresco 2L,35.03,105.08
5LCIGJ,3,Huevos 12pz,82.2,246.6
5LCIGJ,1,Leche 1L,25.03,25.03
5LCIGJ,3,Pan Baguette,29.23,87.68
5LCIGJ,1,Pan Baguette,31.49,31.49
5LCIGJ,2,Audífonos,1469.0,2938.01
5LCIGJ,2,Detergente 2kg,90.5,181.0
5LCIGJ,1,Arroz 1kg,42.0,42.0
5LJ4F9,1,Pan Baguette,30.48,30.48
5LJ4F9,2,Leche 1L,24.2,48.41
5LJ4F9,1,Huevos 12pz,82.29,82.29
5LJ4F9,2,Detergente 2kg,87.05,174.1
5LJ4F9,2,Pan Baguette,30.27,60.54
5LJ4F9,3,Sartén antiadherente,351.5,1054.51
5LJ4F9,2,Sartén antiadherente,363.5,727.01
5LJ4F9,1,Sartén antiadherente,364.47,364.47
5LJ4F9,1,Huevos 12pz,80.82,80.82
5LJ4F9,1,Licuadora,829.33,829.33
5LJ4F9,3,Refresco 2L,36.34,109.03
5LJ4F9,3,Sartén antiadherente,339.92,1019.77
5LJ4F9,3,Detergente 2kg,87.39,262.16
5LJ4F9,1,Pollo 1kg,124.46,124.46
5OX8OO,1,Leche 1L,25.4,25.4
5OX8OO,1,Detergente 2kg,86.43,86.43
5OX8OO,1,Leche 1L,25.22,25.22
5OX8OO,3,Refresco 2L,34.07,102.22
5OX8OO,2,Pan Baguette,29.69,59.38
5OX8OO,3,Pan Baguette,30.3,90.91
5OX8OO,2,Licuadora,829.85,1659.7
5OX8OO,3,Refresco 2L,34.43,103.29
5OX8OO,3,Leche 1L,23.91,71.72
5OX8OO,2,Leche 1L,26.15,52.3
5OX8OO,2,Arroz 1kg,39.3,78.6
5OX8OO,2,Arroz 1kg,38.6,77.2
5OX8OO,2,Sartén antiadherente,348.55,697.09
5OX8OO,1,Microondas,2047.39,2047.39
5Q5JPX,1,Pan Baguette,29.78,29.78
5Q5JPX,1,Pan Baguette,28.64,28.64
5Q5JPX,1,Leche 1L,25.62,25.62
5Q5JPX,3,Arroz 1kg,38.86,116.57
5Q5JPX,3,Pan Baguette,31.36,94.07
5Q5JPX,2,Arroz 1kg,41.76,83.52
5Q5JPX,3,Pollo 1kg,116.64,349.92
5Q5JPX,1,Microondas,2012.29,2012.29
5Q5JPX,3,Arroz 1kg,39.22,117.67
5Q5JPX,1,Refresco 2L,36.05,36.05
5Q5JPX,1,Microondas,1942.59,1942.59
5R4Y6Q,2,Leche 1L,24.71,49.42
5R4Y6Q,3,Arroz 1kg,38.17,114.51
5R4Y6Q,1,Pan Baguette,28.77,28.77
5R4Y6Q,1,Sartén antiadherente,341.36,341.36
5R4Y6Q,1,Detergente 2kg,89.95,89.95
5R4Y6Q,1,Pan Baguette,31.2,31.2
5R4Y6Q,2,Microondas,2065.92,4131.83
5R4Y6Q,3,Refresco 2L,34.44,103.32
5R4Y6Q,3,Detergente 2kg,93.81,281.42
5R4Y6Q,1,Pan Baguette,29.37,29.37
5R4Y6Q,2,Huevos 12pz,83.22,166.45
5R4Y6Q,2,Huevos 12pz,79.18,158.37
5R4Y6Q,1,Arroz 1kg,41.77,41.77
5R4Y6Q,2,Huevos 12pz,80.67,161.33
5SCMEK,1,Pan Baguette,30.1,30.1
5SCMEK,3,Detergente 2kg,88.25,264.74
5SCMEK,3,Leche 1L,24.33,72.98
5SCMEK,1,Huevos 12pz,82.42,82.42
5SCMEK,2,Refresco 2L,35.51,71.02
5SCMEK,1,Licuadora,831.81,831.81
5SCMEK,3,Huevos 12pz,81.94,245.83
5SCMEK,2,Licuadora,800.55,1601.09
5SCMEK,1,Refresco 2L,35.97,35.97
5SCMEK,3,Pan Baguette,29.39,88.16
5SCMEK,2,Arroz 1kg,38.64,77.29
5SCMEK,2,Detergente 2kg,93.81,187.61
5SCMEK,1,Sartén antiadherente,360.73,360.73
5SCMEK,2,Detergente 2kg,85.79,171.57
5SCMEK,2,Licuadora,798.84,1597.68
5SKCOZ,1,Audífonos,1509.06,1509.06
5SKCOZ,1,Microondas,1965.77,1965.77
5SKCOZ,3,Pan Baguette,29.06,87.18
5SKCOZ,3,Pollo 1kg,119.93,359.78
5SKCOZ,2,Leche 1L,24.42,48.84
5SKCOZ,2,Arroz 1kg,41.76,83.51
5SKCOZ,1,Pollo 1kg,125.15,125.15
5SKCOZ,3,Refresco 2L,34.42,103.25
5SKCOZ,1,Huevos 12pz,76.58,76.58
5SKCOZ,2,Pollo 1kg,117.4,234.81
5SKCOZ,2,Detergente 2kg,89.7,179.4
5SKCOZ,2,Sartén antiadherente,340.7,681.4
5U88H7,1,Microondas,2034.1,2034.1
5U88H7,2,Refresco 2L,34.76,69.52
5U88H7,1,Detergente 2kg,86.34,86.34
5U88H7,3,Leche 1L,26.08,78.24
5U88H7,1,Detergente 2kg,94.01,94.01
5U88H7,3,Pollo 1kg,115.34,346.03
5U88H7,1,Audífonos,1458.14,1458.14
5U88H7,2,Detergente 2kg,90.32,180.64
5U88H7,2,Pan Baguette,29.47,58.94
5U88H7,1,Pollo 1kg,116.58,116.58
5U88H7,2,Sartén antiadherente,340.65,681.3
5U88H7,2,Arroz 1kg,41.32,82.65
5U88H7,3,Detergente 2kg,91.39,274.17
5V24HF,1,Sartén antiadherente,351.18,351.18
5V24HF,1,Refresco 2L,35.26,35.26
5V24HF,2,Huevos 12pz,83.87,167.75
5V24HF,2,Refresco 2L,35.35,70.7
5V24HF,1,Celular básico,4775.46,4775.46
5V24HF,3,Detergente 2kg,92.18,276.55
5V24HF,1,Leche 1L,24.72,24.72
5V24HF,2,Pan Baguette,30.1,60.21
5V24HF,1,Huevos 12pz,81.45,81.45
5V24HF,3,Pan Baguette,30.66,91.97
5V24HF,3,Arroz 1kg,40.97,122.92
5V7DUN,1,Huevos 12pz,82.66,82.66
5V7DUN,3,Sartén antiadherente,343.16,1029.48
5V7DUN,3,Huevos 12pz,81.2,243.59
5V7DUN,3,Sartén antiadherente,363.2,1089.6
5V7DUN,3,Pollo 1kg,119.89,359.66
5V7DUN,2,Pan Baguette,31.25,62.5
5V7DUN,1,Microondas,1946.47,1946.47
5V7DUN,2,Refresco 2L,35.8,71.6
5V7DUN,1,Pan Baguette,28.58,28.58
5V7DUN,3,Refresco 2L,34.59,103.76
5V7DUN,3,Sartén antiadherente,334.69,1004.06
5V7DUN,1,Pollo 1kg,120.05,120.05
5V7DUN,2,Leche 1L,24.61,49.22
5VKTGK,1,Leche 1L,26.24,26.24
5VKTGK,3,Audífonos,1461.48,4384.45
5VKTGK,2,Leche 1L,23.89,47.78
5VKTGK,2,Refresco 2L,33.81,67.61
5VKTGK,3,Pan Baguette,29.45,88.36
5VKTGK,2,Arroz 1kg,40.39,80.78
5VKTGK,2,Leche 1L,25.97,51.94
5VKTGK,1,Huevos 12pz,81.67,81.67
5VKTGK,2,Detergente 2kg,93.8,187.6
5VKTGK,3,Detergente 2kg,94.36,283.09
5XUB8U,3,Audífonos,1433.59,4300.77
5XUB8U,2,Pan Baguette,28.99,57.99
5XUB8U,4,Celular básico,3124.91,12499.65
5XUB8U,2,Detergente 2kg,91.99,183.98
5Y7NL0,3,Huevos 12pz,81.95,245.84
5Y7NL0,3,Pan Baguette,30.48,91.44
5Y7NL0,2,Arroz 1kg,38.44,76.88
5Y7NL0,3,Pan Baguette,28.52,85.55
5Y7NL0,1,Refresco 2L,33.56,33.56
5Y7NL0,3,Detergente 2kg,88.42,265.25
5Y7NL0,1,Pan Baguette,28.82,28.82
5Y7NL0,2,Pollo 1kg,120.2,240.4
5Y7NL0,1,Celular básico,4934.94,4934.94
5Y7NL0,3,Arroz 1kg,40.71,122.12
5Y7NL0,3,Arroz 1kg,41.12,123.36
5YTJ0K,1,Microondas,1988.36,1988.36
5YTJ0K,3,Pan Baguette,31.42,94.26
5YTJ0K,3,Licuadora,765.92,2297.75
5YTJ0K,1,Detergente 2kg,88.43,88.43
5YTJ0K,2,Pan Baguette,30.26,60.53
5YTJ0K,3,Arroz 1kg,39.39,118.16
5YTJ0K,1,Refresco 2L,34.96,34.96
5YTJ0K,3,Sartén antiadherente,334.51,1003.52
5YTJ0K,2,Pan Baguette,31.09,62.18
5YTJ0K,3,Pan Baguette,29.95,89.86
60JETV,3,Refresco 2L,34.59,103.76
60JETV,3,Pan Baguette,30.72,92.16
60JETV,1,Huevos 12pz,82.96,82.96
60JETV,3,Arroz 1kg,41.89,125.67
60JETV,2,Leche 1L,25.61,51.23
60JETV,3,Audífonos,1460.77,4382.3
60JETV,3,Pan Baguette,29.45,88.35
60JETV,1,Pollo 1kg,119.73,119.73
60JETV,1,Leche 1L,24.9,24.9
60JETV,3,Huevos 12pz,78.5,235.5
60JETV,2,Pan Baguette,29.25,58.5
62TUOD,1,Detergente 2kg,88.13,88.13
62TUOD,2,Licuadora,787.84,1575.67
62TUOD,1,Audífonos,1550.89,1550.89
62TUOD,2,Pan Baguette,30.09,60.18
62TUOD,1,Huevos 12pz,76.92,76.92
62TUOD,2,Leche 1L,24.94,49.88
62TUOD,1,Licuadora,776.19,776.19
62TUOD,3,Leche 1L,25.51,76.54
62TUOD,2,Pollo 1kg,123.87,247.74
62TUOD,1,Arroz 1kg,40.07,40.07
66Y2PX,1,Pollo 1kg,124.01,124.01
66Y2PX,2,Detergente 2kg,93.39,186.77
